Employee ID,Age,Gender,Years at Company,Job Role,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition
71629,32,Male,23,Healthcare,8592,Poor,Low,High,0,Yes,42,Associate Degree,Married,0,Mid,Small,42,No,No,Yes,Excellent,Low
64416,56,Male,31,Education,3849,Fair,High,Average,3,Yes,36,Bachelor’s Degree,Married,0,Entry,Medium,66,No,No,No,Excellent,Low
8565,34,Male,20,Education,3429,Good,Medium,Average,0,No,60,Master’s Degree,Single,0,Entry,Large,23,No,No,Yes,Good,Low
37572,32,Male,5,Media,6327,Fair,High,Average,2,No,36,High School,Single,2,Entry,Small,82,No,No,No,Fair,High
70172,57,Female,10,Education,5343,Fair,Low,Average,0,No,76,PhD,Single,2,Mid,Medium,69,No,No,No,Poor,High
67480,25,Female,1,Education,4858,Poor,Medium,Average,0,No,8,Bachelor’s Degree,Married,1,Mid,Small,58,No,No,No,Poor,Medium
44472,35,Female,21,Education,4577,Poor,Very High,Average,1,No,54,High School,Married,1,Senior,Small,89,No,No,No,Fair,Medium
6529,34,Male,9,Education,4774,Good,High,Average,1,No,72,Associate Degree,Single,1,Entry,Medium,50,No,No,No,Poor,Medium
35068,46,Male,4,Healthcare,9040,Good,Medium,Average,2,Yes,15,PhD,Divorced,3,Mid,Large,65,No,No,No,Poor,Low
32052,19,Female,10,Media,5569,Fair,Low,Average,0,No,6,Associate Degree,Divorced,0,Mid,Small,16,Yes,No,No,Good,Medium
23895,44,Male,5,Technology,9197,Good,High,High,0,No,97,Associate Degree,Married,3,Entry,Small,74,No,Yes,No,Good,Medium
18283,49,Female,36,Healthcare,7316,Good,High,Below Average,2,No,50,Associate Degree,Married,4,Entry,Medium,79,No,No,Yes,Good,High
49935,57,Female,3,Education,5688,Poor,Very High,High,1,No,62,Associate Degree,Single,3,Entry,Large,71,No,No,Yes,Good,Low
46433,39,Male,31,Healthcare,8141,Excellent,High,Below Average,0,No,18,Associate Degree,Married,5,Senior,Medium,74,No,No,No,Poor,Medium
41858,23,Female,2,Finance,8680,Fair,Medium,Average,1,No,46,High School,Single,1,Entry,Medium,53,No,No,No,Good,Low
61590,31,Male,13,Healthcare,7335,Fair,High,Low,0,No,73,Bachelor’s Degree,Married,0,Mid,Small,89,No,No,No,Good,Low
22435,56,Female,17,Media,6469,Fair,Medium,Average,0,No,5,Bachelor’s Degree,Married,0,Entry,Large,19,No,No,No,Fair,Medium
35260,33,Male,21,Healthcare,8342,Fair,Very High,Average,3,Yes,64,High School,Single,3,Entry,Medium,25,No,No,No,Good,Medium
34028,30,Male,13,Finance,10177,Good,High,Below Average,0,No,36,Bachelor’s Degree,Married,1,Entry,Medium,51,No,No,No,Good,Low
21159,49,Male,36,Education,4569,Good,Low,Average,0,Yes,63,Bachelor’s Degree,Married,0,Entry,Large,110,No,No,No,Good,Low
28024,22,Male,12,Education,4531,Fair,High,Below Average,0,Yes,60,Associate Degree,Married,2,Entry,Medium,13,No,No,No,Excellent,Low
5565,26,Male,8,Technology,7220,Excellent,Medium,Average,0,Yes,3,Bachelor’s Degree,Divorced,0,Senior,Medium,48,No,No,No,Fair,Very High
49189,56,Male,36,Finance,6566,Fair,High,Below Average,1,Yes,74,PhD,Married,4,Mid,Small,42,No,No,No,Good,Medium
57349,48,Female,14,Education,3550,Fair,High,Average,2,No,67,Bachelor’s Degree,Married,2,Mid,Medium,47,Yes,No,No,Excellent,High
39920,31,Female,8,Media,6079,Fair,Very High,Below Average,1,No,7,Master’s Degree,Married,1,Senior,Medium,86,No,No,No,Good,Medium
62140,28,Female,9,Media,5863,Good,Medium,Average,1,No,75,PhD,Married,1,Entry,Large,56,No,No,Yes,Good,Very High
4058,55,Male,47,Healthcare,7721,Poor,High,High,0,No,11,High School,Married,0,Mid,Small,109,Yes,No,No,Good,Low
49282,58,Male,7,Education,4041,Fair,Very High,Average,1,Yes,38,Bachelor’s Degree,Married,0,Entry,Medium,59,Yes,No,No,Fair,Low
59842,30,Female,20,Education,5165,Fair,Low,Low,0,No,37,Bachelor’s Degree,Married,1,Mid,Small,92,No,No,No,Good,Low
19678,28,Female,14,Technology,8733,Fair,High,High,0,No,25,Master’s Degree,Married,0,Mid,Medium,36,No,Yes,No,Good,High
67881,21,Male,8,Finance,5760,Poor,Very High,High,1,No,66,Associate Degree,Single,3,Mid,Small,57,No,No,No,Poor,Low
69513,41,Female,3,Finance,7472,Good,High,High,0,No,37,Associate Degree,Married,1,Senior,Medium,10,No,No,No,Good,Low
53764,19,Female,10,Healthcare,6753,Fair,High,Average,1,No,93,Master’s Degree,Married,3,Mid,Large,80,No,No,No,Good,Medium
10789,46,Female,24,Education,3710,Poor,Medium,Average,0,No,84,Associate Degree,Married,1,Mid,Small,101,No,Yes,No,Good,Medium
3726,44,Female,26,Finance,6572,Poor,Very High,Average,3,Yes,72,Master’s Degree,Married,2,Senior,Large,87,No,No,No,Good,High
51241,44,Female,12,Technology,9590,Good,Medium,Average,0,No,30,Associate Degree,Married,3,Entry,Medium,32,No,No,No,Good,High
28681,58,Female,21,Technology,9667,Excellent,High,Average,2,No,56,Master’s Degree,Single,1,Mid,Large,28,No,No,No,Fair,Low
21007,22,Male,7,Education,2729,Excellent,High,Average,1,No,87,Associate Degree,Single,0,Entry,Large,12,Yes,No,Yes,Fair,Medium
56518,33,Female,17,Education,4200,Fair,High,Average,1,No,25,Associate Degree,Single,0,Senior,Small,95,No,No,Yes,Good,Low
69598,52,Male,5,Finance,9522,Fair,Very High,Average,2,Yes,60,Master’s Degree,Single,3,Entry,Large,24,No,No,No,Good,Low
13130,44,Male,26,Healthcare,8077,Good,High,Average,0,No,27,Associate Degree,Divorced,1,Mid,Medium,41,Yes,No,No,Fair,Medium
7626,36,Female,19,Media,5562,Fair,Medium,High,3,No,68,High School,Married,1,Entry,Medium,64,No,No,No,Good,High
44168,56,Male,37,Technology,9921,Good,High,Average,1,No,61,High School,Single,1,Mid,Medium,115,No,No,No,Good,Low
42796,36,Male,19,Healthcare,7819,Poor,High,High,0,Yes,9,High School,Single,0,Senior,Small,69,No,No,No,Excellent,Low
55889,58,Female,47,Technology,8918,Good,High,Average,3,No,86,Bachelor’s Degree,Married,2,Mid,Large,88,No,No,No,Fair,High
47950,33,Male,8,Healthcare,9286,Good,Very High,High,3,Yes,15,Master’s Degree,Divorced,1,Mid,Medium,42,No,No,No,Good,Medium
42272,58,Male,16,Media,5495,Excellent,High,Below Average,0,Yes,78,Bachelor’s Degree,Single,0,Mid,Small,59,No,No,No,Good,Low
31763,33,Male,7,Healthcare,6206,Excellent,Medium,Low,0,No,34,Bachelor’s Degree,Divorced,6,Mid,Small,9,Yes,No,No,Poor,Medium
73407,41,Male,12,Education,4397,Good,Very High,Average,1,No,88,High School,Single,2,Mid,Large,75,No,No,Yes,Good,High
62056,40,Male,12,Finance,9677,Fair,High,Average,2,No,3,Associate Degree,Divorced,3,Entry,Medium,74,No,No,No,Good,Medium
34644,31,Male,13,Healthcare,6859,Fair,High,Below Average,0,No,17,Bachelor’s Degree,Married,3,Entry,Small,86,No,No,No,Good,Low
60302,37,Female,22,Education,4464,Fair,High,Average,0,Yes,89,Master’s Degree,Married,4,Senior,Small,76,No,No,No,Fair,Low
10611,27,Male,8,Finance,8869,Good,High,Average,0,No,60,Associate Degree,Married,0,Mid,Medium,40,No,No,No,Fair,Medium
8279,52,Female,33,Media,5233,Fair,High,Average,2,No,11,Bachelor’s Degree,Divorced,4,Mid,Medium,58,No,No,No,Fair,Low
55261,58,Female,8,Healthcare,7956,Excellent,Low,High,2,No,70,Bachelor’s Degree,Married,0,Entry,Small,47,No,No,No,Poor,Low
26011,45,Female,26,Healthcare,7187,Good,Medium,Average,0,No,44,Associate Degree,Single,4,Senior,Medium,56,No,No,No,Good,Very High
50645,33,Female,2,Education,5451,Good,Medium,High,0,No,70,Master’s Degree,Married,3,Senior,Medium,65,No,No,No,Good,High
45403,56,Male,23,Media,7066,Good,High,High,1,No,89,Bachelor’s Degree,Divorced,1,Mid,Medium,79,No,No,No,Excellent,Low
68941,47,Male,2,Healthcare,7756,Good,Medium,Average,0,Yes,37,High School,Married,0,Senior,Small,15,No,No,No,Good,Low
24204,37,Male,25,Media,5913,Fair,High,Below Average,0,No,75,High School,Single,4,Mid,Small,78,No,No,Yes,Good,High
5200,40,Female,3,Education,4172,Excellent,High,Average,2,No,14,Bachelor’s Degree,Single,3,Entry,Medium,21,No,No,No,Excellent,High
63767,18,Male,6,Education,5129,Good,Very High,Below Average,2,No,38,Bachelor’s Degree,Single,0,Mid,Large,11,No,No,No,Fair,High
986,39,Female,1,Education,4151,Fair,High,Average,0,Yes,32,Bachelor’s Degree,Married,4,Entry,Medium,55,No,No,No,Good,High
37495,24,Male,10,Technology,13311,Poor,High,High,0,No,5,Bachelor’s Degree,Married,2,Mid,Small,13,No,No,No,Good,Medium
1254,22,Female,7,Finance,9841,Good,High,Average,2,Yes,99,High School,Single,0,Entry,Small,80,No,No,No,Excellent,High
34192,33,Female,10,Technology,9989,Good,High,Average,1,Yes,5,Associate Degree,Single,0,Entry,Small,26,No,No,No,Poor,Low
73072,20,Female,4,Technology,7523,Poor,High,Average,2,No,86,PhD,Divorced,3,Entry,Small,52,No,No,No,Poor,Low
68456,18,Female,3,Technology,7693,Good,High,Average,3,Yes,86,Associate Degree,Single,3,Mid,Medium,38,No,No,Yes,Poor,High
45329,51,Male,4,Healthcare,7418,Poor,High,High,1,No,41,Master’s Degree,Divorced,1,Entry,Medium,37,No,Yes,No,Good,Very High
36135,22,Male,6,Technology,8782,Excellent,High,High,2,No,64,Bachelor’s Degree,Married,2,Mid,Medium,59,No,No,No,Good,Low
1444,26,Male,11,Education,3895,Good,Medium,Average,1,Yes,17,High School,Divorced,0,Entry,Medium,26,No,No,No,Good,Medium
68537,58,Male,50,Education,4235,Poor,High,Average,0,Yes,53,Associate Degree,Single,2,Mid,Medium,115,Yes,Yes,Yes,Good,High
1391,54,Female,30,Education,4999,Fair,High,Average,0,Yes,55,High School,Married,3,Mid,Small,79,No,No,No,Fair,Medium
64169,59,Female,18,Education,4275,Excellent,Medium,Below Average,0,Yes,13,High School,Single,1,Mid,Small,33,Yes,No,Yes,Excellent,High
53485,59,Female,48,Finance,9751,Excellent,Medium,Low,2,No,15,Master’s Degree,Single,0,Entry,Medium,84,No,No,No,Good,Low
1458,23,Male,6,Media,6138,Good,High,Average,0,No,74,Master’s Degree,Single,1,Entry,Small,16,Yes,No,Yes,Poor,High
23842,33,Female,6,Technology,11537,Good,High,Average,2,No,87,Associate Degree,Divorced,2,Entry,Medium,10,No,Yes,No,Good,Low
20993,31,Male,7,Technology,8267,Good,Medium,Average,0,Yes,49,Master’s Degree,Married,3,Entry,Large,28,No,No,No,Good,Very High
36585,29,Male,21,Education,4075,Fair,Low,High,0,Yes,98,Bachelor’s Degree,Single,1,Mid,Small,93,Yes,No,Yes,Good,Medium
68659,20,Male,10,Healthcare,9082,Good,High,Low,1,No,85,Bachelor’s Degree,Married,5,Mid,Medium,58,No,No,Yes,Fair,Low
44706,46,Male,4,Education,4662,Good,High,Average,2,No,13,Bachelor’s Degree,Married,4,Mid,Medium,35,Yes,No,No,Poor,Low
357,31,Female,12,Finance,8209,Fair,Medium,High,0,No,28,PhD,Single,1,Mid,Medium,26,No,No,Yes,Poor,Low
41394,56,Female,28,Education,4975,Good,Very High,Average,0,No,28,Master’s Degree,Divorced,2,Mid,Large,97,No,No,Yes,Fair,Low
30150,43,Female,33,Technology,8163,Good,Medium,Average,2,Yes,31,Bachelor’s Degree,Married,1,Entry,Medium,95,Yes,No,No,Fair,Very High
61476,48,Male,13,Technology,9142,Good,High,High,1,No,82,Bachelor’s Degree,Married,0,Senior,Large,86,No,No,No,Fair,Medium
47314,57,Female,14,Education,4289,Excellent,High,High,4,No,28,Bachelor’s Degree,Single,4,Entry,Small,21,No,No,Yes,Good,Low
45221,19,Male,9,Media,6239,Fair,Very High,Average,1,Yes,89,High School,Married,1,Entry,Medium,52,No,No,No,Poor,Medium
67508,25,Female,11,Education,4718,Good,High,Average,0,No,1,High School,Married,3,Mid,Medium,58,No,No,No,Fair,Medium
44022,22,Female,6,Healthcare,6189,Good,Very High,Average,0,No,82,Master’s Degree,Divorced,2,Entry,Large,77,Yes,No,No,Good,Medium
17724,45,Female,21,Technology,8665,Fair,High,Average,1,No,13,Master’s Degree,Single,0,Entry,Medium,80,No,No,Yes,Fair,Medium
51372,31,Male,13,Technology,8462,Fair,Low,Average,1,Yes,98,Associate Degree,Married,2,Entry,Medium,92,No,No,No,Good,Medium
23608,22,Male,5,Technology,9468,Good,High,High,0,No,78,Bachelor’s Degree,Married,4,Mid,Small,26,No,No,No,Poor,High
71769,26,Male,16,Healthcare,7019,Fair,High,High,0,No,52,Associate Degree,Single,0,Senior,Small,49,No,No,Yes,Poor,Low
35756,41,Female,26,Healthcare,9464,Good,Low,High,1,No,69,Master’s Degree,Single,0,Entry,Medium,29,No,No,Yes,Good,Low
29132,23,Female,8,Healthcare,5787,Good,High,High,0,No,7,Bachelor’s Degree,Married,1,Mid,Small,61,No,No,No,Good,Low
21744,38,Female,12,Healthcare,7217,Poor,Very High,Average,3,Yes,24,Associate Degree,Divorced,4,Mid,Small,68,No,No,Yes,Good,High
5785,30,Female,22,Media,6483,Good,High,Below Average,1,No,74,Master’s Degree,Married,0,Mid,Small,40,Yes,No,No,Good,High
1998,47,Female,4,Education,4723,Excellent,Medium,Average,0,No,53,Bachelor’s Degree,Married,3,Mid,Small,39,No,No,No,Good,High
41929,55,Male,12,Education,4914,Good,Medium,Average,0,No,45,Master’s Degree,Single,2,Entry,Large,15,No,No,Yes,Good,Low
40840,29,Female,8,Healthcare,7332,Good,High,Average,0,Yes,99,Master’s Degree,Single,5,Entry,Medium,64,No,No,No,Fair,Medium
10950,21,Male,12,Finance,9938,Excellent,Low,High,1,No,75,Bachelor’s Degree,Married,3,Entry,Medium,39,Yes,No,No,Poor,Low
30892,56,Male,48,Education,3558,Excellent,High,Below Average,0,Yes,42,Associate Degree,Single,3,Mid,Small,80,No,No,No,Poor,High
67689,21,Female,3,Media,5807,Poor,High,High,0,Yes,88,Bachelor’s Degree,Single,0,Entry,Medium,20,No,No,No,Good,Very High
71742,27,Female,13,Media,5914,Good,High,High,2,No,72,Bachelor’s Degree,Divorced,3,Entry,Medium,60,No,No,No,Good,Medium
27629,22,Male,7,Media,6968,Excellent,Low,Low,0,Yes,18,High School,Single,1,Mid,Small,78,Yes,No,Yes,Good,Low
8855,25,Male,14,Education,3394,Good,High,Average,2,No,2,Master’s Degree,Married,5,Mid,Small,57,Yes,No,No,Good,Medium
56813,23,Female,8,Media,6522,Good,High,Low,1,No,99,Bachelor’s Degree,Single,0,Entry,Medium,39,No,No,No,Good,Medium
37573,28,Female,20,Media,6491,Good,Very High,Average,0,No,48,Associate Degree,Married,4,Mid,Medium,54,No,No,No,Good,Low
26145,19,Male,8,Education,5605,Excellent,Very High,High,0,No,87,High School,Divorced,0,Entry,Medium,23,Yes,No,No,Poor,Low
31610,55,Male,44,Healthcare,6443,Excellent,Low,Low,0,No,97,Associate Degree,Single,2,Entry,Large,51,No,No,No,Fair,Medium
1172,19,Male,9,Education,6289,Good,High,Average,0,No,29,Master’s Degree,Divorced,2,Senior,Medium,76,No,Yes,No,Good,Low
44413,58,Male,21,Technology,7768,Fair,Very High,High,0,Yes,53,Bachelor’s Degree,Single,0,Senior,Small,35,Yes,No,No,Fair,Medium
73391,45,Male,8,Education,3993,Good,Low,Average,3,Yes,91,Associate Degree,Married,1,Entry,Medium,10,Yes,No,Yes,Good,Medium
64957,47,Female,36,Technology,8064,Fair,High,Average,0,No,64,Bachelor’s Degree,Married,0,Entry,Small,54,No,No,No,Excellent,Low
46274,38,Female,18,Media,5996,Good,High,Average,0,No,75,Master’s Degree,Married,5,Mid,Medium,78,Yes,No,Yes,Good,Low
67786,21,Female,4,Education,4642,Good,High,Average,2,No,40,Associate Degree,Divorced,4,Mid,Medium,45,No,No,No,Good,Medium
53546,39,Male,22,Education,4092,Poor,Very High,High,4,No,53,High School,Single,4,Mid,Medium,101,Yes,No,No,Poor,Low
66547,20,Female,1,Education,5217,Good,High,Average,1,No,75,Associate Degree,Married,1,Mid,Medium,50,No,No,No,Good,Medium
29175,42,Female,12,Finance,11102,Good,Medium,High,0,No,88,Associate Degree,Married,4,Mid,Large,34,No,No,No,Poor,High
53771,54,Female,37,Media,6613,Fair,High,Below Average,1,Yes,87,Bachelor’s Degree,Single,4,Entry,Large,106,Yes,No,No,Good,Medium
21091,35,Male,13,Technology,10561,Fair,High,Average,1,Yes,77,High School,Married,1,Entry,Medium,27,Yes,No,No,Poor,Low
16865,37,Male,4,Technology,8808,Fair,Medium,Average,2,Yes,34,PhD,Married,5,Mid,Medium,7,No,No,No,Excellent,Low
65051,43,Male,29,Education,5107,Good,High,Average,1,No,31,Associate Degree,Married,0,Mid,Large,58,No,No,No,Good,Low
68287,56,Female,34,Healthcare,7215,Good,High,Below Average,2,No,4,Bachelor’s Degree,Single,2,Mid,Medium,103,No,No,No,Fair,High
53606,20,Male,8,Healthcare,7059,Fair,Low,Average,4,No,70,Bachelor’s Degree,Married,2,Senior,Small,10,No,No,No,Good,Low
23286,56,Female,8,Technology,7860,Good,Very High,Below Average,3,No,42,Bachelor’s Degree,Single,2,Entry,Small,48,No,No,No,Good,Medium
50047,44,Female,20,Healthcare,8576,Excellent,Medium,High,1,No,2,Associate Degree,Single,3,Entry,Small,47,No,No,No,Good,Medium
19490,46,Female,2,Technology,10699,Fair,High,Average,0,No,58,Master’s Degree,Single,1,Mid,Medium,67,No,No,No,Good,Low
1181,26,Male,3,Media,6594,Good,High,Average,0,No,33,Associate Degree,Married,1,Entry,Medium,78,No,No,No,Fair,Medium
47227,59,Male,9,Technology,7702,Good,High,Average,0,No,76,Bachelor’s Degree,Married,3,Senior,Medium,43,Yes,Yes,No,Fair,High
35685,34,Male,2,Healthcare,8325,Good,High,Average,2,No,79,Bachelor’s Degree,Divorced,0,Entry,Medium,29,No,No,No,Good,Medium
47480,55,Male,8,Technology,10211,Good,High,Average,0,No,2,Master’s Degree,Married,1,Entry,Medium,63,No,No,No,Excellent,Medium
21534,22,Male,1,Technology,7770,Good,High,Average,2,Yes,35,Associate Degree,Married,0,Senior,Medium,28,No,No,Yes,Good,Low
57251,41,Male,11,Healthcare,8727,Good,High,Average,0,No,29,High School,Single,4,Mid,Small,63,No,No,No,Good,High
51564,44,Male,12,Healthcare,8465,Good,High,Average,1,No,53,Master’s Degree,Married,3,Senior,Small,38,No,No,No,Good,Low
27441,46,Male,21,Education,3338,Good,Very High,Average,0,No,70,Associate Degree,Single,1,Entry,Small,24,Yes,No,No,Fair,Low
33773,42,Male,8,Finance,5177,Excellent,High,High,2,No,40,Bachelor’s Degree,Divorced,1,Mid,Medium,52,No,No,No,Excellent,High
6212,48,Male,37,Education,5486,Poor,High,Average,0,No,34,Master’s Degree,Divorced,4,Entry,Large,82,Yes,No,No,Excellent,Medium
32614,27,Female,13,Technology,10158,Fair,High,Average,1,No,57,Bachelor’s Degree,Single,1,Entry,Medium,49,No,No,No,Fair,Medium
14189,20,Male,9,Healthcare,8274,Good,Very High,Average,2,No,56,PhD,Married,2,Mid,Large,48,No,No,No,Poor,Low
57860,58,Female,17,Healthcare,5873,Good,Very High,Average,3,No,25,Master’s Degree,Married,3,Senior,Small,18,No,No,No,Good,High
32591,55,Male,1,Healthcare,7964,Fair,High,High,0,Yes,48,High School,Single,1,Mid,Medium,59,Yes,No,No,Fair,High
24050,41,Female,18,Media,6303,Good,High,Average,0,No,72,Bachelor’s Degree,Married,0,Senior,Small,41,No,No,No,Fair,Medium
60570,30,Female,19,Technology,7565,Good,Very High,Average,1,No,58,Associate Degree,Married,2,Senior,Large,41,No,No,No,Poor,High
67324,29,Male,10,Healthcare,8351,Fair,Low,Average,1,No,20,Master’s Degree,Married,3,Entry,Medium,69,No,No,No,Poor,High
71855,35,Male,27,Technology,11133,Poor,High,Average,2,No,31,Associate Degree,Single,0,Entry,Medium,38,No,No,Yes,Poor,Low
21011,41,Male,18,Technology,7302,Good,High,High,0,No,8,Associate Degree,Married,0,Senior,Large,83,No,No,No,Fair,Low
16736,29,Male,9,Education,3609,Excellent,High,Average,0,Yes,11,Bachelor’s Degree,Married,1,Entry,Medium,80,No,No,No,Good,Low
58594,31,Female,5,Media,6245,Excellent,High,Average,2,No,25,Associate Degree,Married,1,Entry,Medium,60,No,No,Yes,Excellent,Low
7979,25,Female,12,Healthcare,8030,Excellent,High,Below Average,0,No,71,Bachelor’s Degree,Married,0,Mid,Large,27,No,No,No,Fair,Medium
2296,38,Male,21,Finance,8606,Good,High,High,0,No,45,Master’s Degree,Single,0,Entry,Small,54,No,No,No,Good,Low
25450,38,Male,24,Media,5541,Fair,Very High,Below Average,1,Yes,15,Bachelor’s Degree,Single,0,Senior,Medium,69,Yes,No,No,Good,Low
12951,40,Male,6,Technology,10456,Poor,Very High,Average,2,No,48,High School,Divorced,0,Mid,Large,55,No,Yes,No,Poor,Medium
38155,43,Male,11,Healthcare,11414,Fair,Very High,High,3,No,56,Bachelor’s Degree,Single,0,Mid,Medium,78,No,No,No,Fair,Low
27531,49,Male,40,Media,6201,Good,High,Average,1,No,2,High School,Divorced,1,Senior,Small,76,Yes,No,No,Excellent,Low
69430,38,Male,5,Education,3788,Fair,High,Average,0,No,96,Bachelor’s Degree,Divorced,0,Mid,Large,12,Yes,No,No,Good,Medium
67084,36,Female,18,Media,5831,Good,Medium,Below Average,0,No,30,Master’s Degree,Divorced,3,Entry,Large,93,No,No,No,Good,Medium
2384,55,Male,36,Media,6448,Good,High,Average,0,Yes,86,High School,Married,1,Senior,Small,56,No,No,No,Good,Low
72521,37,Male,19,Healthcare,10236,Good,High,Average,0,No,26,Master’s Degree,Single,1,Senior,Medium,28,No,No,Yes,Good,Low
18325,32,Male,5,Technology,9996,Fair,Low,Average,0,No,47,Associate Degree,Married,3,Entry,Small,7,Yes,No,No,Good,Medium
64786,44,Female,6,Media,6638,Good,High,Average,0,No,23,Master’s Degree,Married,1,Mid,Small,54,No,No,No,Fair,Low
43785,28,Female,14,Finance,8285,Good,Medium,Low,0,No,8,Master’s Degree,Married,2,Senior,Medium,79,No,No,No,Good,Low
49175,47,Male,16,Education,4471,Excellent,High,Average,0,Yes,84,High School,Married,0,Mid,Large,27,No,No,No,Poor,High
6341,40,Male,26,Education,4323,Excellent,Very High,Average,0,Yes,62,Associate Degree,Divorced,0,Mid,Medium,37,Yes,No,No,Poor,Low
39046,56,Male,12,Finance,8232,Excellent,Medium,Average,2,No,40,Associate Degree,Married,0,Entry,Large,69,Yes,No,Yes,Good,Low
36667,41,Male,18,Education,6395,Good,High,Average,1,No,68,Bachelor’s Degree,Single,3,Mid,Medium,27,No,No,No,Good,Low
12571,56,Male,34,Healthcare,6249,Poor,High,Average,0,No,5,Master’s Degree,Married,0,Mid,Small,70,Yes,No,No,Fair,Low
27041,21,Female,10,Media,5682,Good,High,High,0,No,40,Bachelor’s Degree,Single,3,Entry,Medium,81,Yes,No,No,Good,High
52977,49,Male,18,Media,6494,Fair,Very High,High,0,Yes,53,Bachelor’s Degree,Married,1,Senior,Medium,91,No,No,No,Poor,Medium
15663,57,Male,46,Finance,7887,Fair,High,Average,1,No,88,Associate Degree,Single,1,Mid,Small,107,Yes,No,No,Poor,Low
73132,24,Male,4,Technology,11653,Fair,Medium,Average,0,No,50,PhD,Married,3,Mid,Small,18,No,No,No,Fair,Low
29627,42,Male,14,Media,5568,Fair,High,Below Average,1,No,68,Bachelor’s Degree,Married,2,Senior,Medium,25,No,No,No,Good,Low
43691,40,Female,27,Healthcare,8373,Fair,Very High,Average,0,No,58,Bachelor’s Degree,Married,1,Mid,Small,58,No,No,Yes,Good,Medium
28867,31,Female,11,Healthcare,7786,Poor,High,Average,3,No,28,Master’s Degree,Married,3,Entry,Small,29,Yes,No,No,Good,Medium
48924,34,Female,7,Education,4365,Fair,High,High,2,No,80,Master’s Degree,Single,0,Mid,Medium,23,No,No,No,Good,Low
55575,48,Female,26,Healthcare,8437,Good,High,Below Average,1,No,86,Associate Degree,Married,1,Entry,Medium,82,No,No,No,Poor,High
43904,26,Male,17,Technology,8027,Good,Very High,Average,0,No,70,Bachelor’s Degree,Divorced,0,Mid,Medium,30,No,No,No,Poor,Medium
43771,56,Female,4,Healthcare,8405,Good,Very High,Below Average,1,No,81,Associate Degree,Married,1,Senior,Medium,77,No,No,No,Good,Medium
62141,24,Male,9,Finance,7707,Good,High,High,2,No,50,High School,Married,0,Entry,Medium,85,No,No,Yes,Fair,Low
31943,38,Female,3,Healthcare,7500,Good,Very High,Average,0,Yes,51,Bachelor’s Degree,Divorced,0,Senior,Small,11,No,No,No,Good,Low
24675,34,Male,22,Education,3943,Fair,High,Below Average,0,Yes,13,Master’s Degree,Married,3,Entry,Small,67,No,No,Yes,Good,Low
14939,57,Female,21,Media,6935,Fair,Very High,Average,2,No,33,High School,Single,4,Mid,Medium,40,No,No,No,Fair,High
19388,21,Male,10,Healthcare,7543,Good,High,Below Average,0,No,87,Master’s Degree,Married,5,Mid,Small,43,No,No,No,Good,Medium
66279,49,Male,1,Finance,9335,Poor,Medium,Average,0,No,20,Bachelor’s Degree,Married,2,Mid,Large,75,No,No,No,Good,Medium
47604,53,Male,7,Healthcare,6380,Good,High,Average,0,Yes,40,Associate Degree,Married,3,Entry,Small,52,Yes,No,No,Good,High
9431,20,Male,2,Finance,7042,Good,Medium,Average,1,No,42,Bachelor’s Degree,Married,0,Entry,Medium,80,No,No,No,Fair,Low
37331,38,Female,5,Finance,10629,Fair,Very High,Average,3,No,1,Associate Degree,Single,2,Entry,Large,19,No,No,No,Good,Medium
53526,45,Male,1,Technology,10367,Poor,High,Average,1,Yes,66,Associate Degree,Single,3,Entry,Medium,12,No,No,No,Good,High
20066,50,Male,2,Finance,8403,Fair,High,High,0,No,73,High School,Divorced,4,Senior,Medium,15,No,No,No,Fair,Low
52472,31,Male,12,Technology,7413,Fair,High,High,2,No,13,High School,Single,1,Mid,Medium,73,No,No,No,Good,Medium
26946,44,Male,11,Education,6799,Fair,High,Average,0,No,45,Associate Degree,Single,1,Mid,Small,73,No,No,No,Excellent,Low
50381,35,Female,26,Media,5767,Excellent,Very High,Average,3,No,89,Bachelor’s Degree,Married,1,Mid,Small,88,Yes,No,Yes,Good,Low
51312,51,Male,3,Finance,10848,Fair,High,Low,1,No,71,High School,Single,0,Senior,Medium,46,No,No,No,Poor,Low
68849,33,Male,11,Education,3470,Good,Very High,Average,0,No,9,Bachelor’s Degree,Single,2,Entry,Medium,50,No,No,No,Good,Low
68984,53,Female,8,Education,5559,Fair,Medium,Average,1,No,82,Bachelor’s Degree,Single,2,Senior,Medium,51,No,No,No,Good,High
39610,41,Female,10,Finance,8631,Fair,Very High,High,0,No,68,Associate Degree,Married,3,Entry,Medium,56,No,No,No,Fair,Very High
6424,33,Male,12,Finance,8575,Excellent,Low,Average,0,No,42,Associate Degree,Divorced,2,Mid,Large,90,No,No,No,Good,Medium
47371,35,Male,20,Technology,7001,Fair,High,High,2,No,88,Associate Degree,Divorced,1,Entry,Small,55,No,No,No,Poor,Low
20394,31,Female,7,Media,5985,Fair,High,Average,1,No,9,Associate Degree,Married,1,Entry,Medium,56,No,No,No,Good,Medium
72159,39,Female,3,Finance,5363,Fair,Very High,Average,4,Yes,5,Bachelor’s Degree,Married,2,Senior,Small,31,No,No,No,Poor,Low
